Prénom;Sexe;Année de naissance;Occurence
YASMINE;FILLE;2015;9.0
THÉA;FILLE;2015;7.0
PAUL;GARCON;2015;60.0
JULES;GARCON;2015;53.0
ETHAN;GARCON;2015;43.0
SACHA;GARCON;2015;40.0
VALENTIN;GARCON;2015;27.0
ELIOTT;GARCON;2015;22.0
AXEL;GARCON;2015;21.0
OSCAR;GARCON;2015;17.0
YANIS;GARCON;2015;17.0
EVAN;GARCON;2015;16.0
THOMAS;GARCON;2015;15.0
MATHYS;GARCON;2015;14.0
ANTONIN;GARCON;2015;13.0
ESTEBAN;GARCON;2015;13.0
TITOUAN;GARCON;2015;13.0
LENNY;GARCON;2015;12.0
LYAM;GARCON;2015;12.0
NOA;GARCON;2015;11.0
ARSÈNE;GARCON;2015;9.0
WILLIAM;GARCON;2015;9.0
ALBIN;GARCON;2015;8.0
MARCUS;GARCON;2015;8.0
LOUISON;GARCON;2015;7.0
DAVID;GARCON;2015;6.0
LOHAN;GARCON;2015;6.0
MATHIEU;GARCON;2015;6.0
SOHAN;GARCON;2015;6.0
INÈS;FILLE;2014;56.0
JADE;FILLE;2014;39.0
ROMANE;FILLE;2014;37.0
LÉONIE;FILLE;2014;30.0
CLÉMENCE;FILLE;2014;24.0
CAPUCINE;FILLE;2014;18.0
JUSTINE;FILLE;2014;12.0
SARA;FILLE;2014;12.0
NINON;FILLE;2014;11.0
LOUISON;FILLE;2014;9.0
CANDICE;FILLE;2014;8.0
PRUNE;FILLE;2014;8.0
VICTORIA;FILLE;2014;8.0
ELINA;FILLE;2014;7.0
LIVIA;FILLE;2014;7.0
SOUMAYA;FILLE;2014;7.0
ALBANE;FILLE;2014;6.0
ELISA;FILLE;2014;6.0
HANAÉ;FILLE;2014;6.0
IRIS;FILLE;2014;6.0
LOUIS;GARCON;2014;60.0
HUGO;GARCON;2014;54.0
LÉO;GARCON;2014;43.0
LIAM;GARCON;2014;37.0
NOLAN;GARCON;2014;35.0
MAXIME;GARCON;2014;30.0
SACHA;GARCON;2014;28.0
AXEL;GARCON;2014;25.0
THOMAS;GARCON;2014;23.0
LENNY;GARCON;2014;14.0
TIAGO;GARCON;2014;11.0
ACHILLE;GARCON;2014;9.0
LOUISON;GARCON;2014;9.0
NICOLAS;GARCON;2014;9.0
TRISTAN;GARCON;2014;9.0
FÉLIX;GARCON;2014;8.0
LUIS;GARCON;2014;8.0
MILO;GARCON;2014;8.0
ANAS;GARCON;2014;7.0
MEHDI;GARCON;2014;7.0
MYLAN;GARCON;2014;7.0
AYOUB;GARCON;2014;6.0
ELIO;GARCON;2014;6.0
EMILE;GARCON;2014;6.0
ISMAÏL;GARCON;2014;6.0
NAHEL;GARCON;2014;6.0
JULIETTE;FILLE;2013;49.0
ADÈLE;FILLE;2013;41.0
LOLA;FILLE;2013;39.0
LÉA;FILLE;2013;35.0
JADE;FILLE;2013;32.0
LOUNA;FILLE;2013;28.0
ANNA;FILLE;2013;27.0
JULIA;FILLE;2013;21.0
LÉONIE;FILLE;2013;17.0
CHARLIE;FILLE;2013;12.0
ROXANE;FILLE;2013;12.0
LILWENN;FILLE;2013;11.0
ELISA;FILLE;2013;10.0
JUSTINE;FILLE;2013;10.0
AXELLE;FILLE;2013;9.0
LILA;FILLE;2013;9.0
YAËLLE;FILLE;2013;8.0
LILI;FILLE;2013;7.0
LISON;FILLE;2013;7.0
ALYSSA;FILLE;2013;6.0
EMILIE;FILLE;2013;6.0
IZIA;FILLE;2013;6.0
SACHA;GARCON;2013;49.0
CLÉMENT;GARCON;2013;40.0
AXEL;GARCON;2013;34.0
MATHIS;GARCON;2013;27.0
THOMAS;GARCON;2013;26.0
LÉON;GARCON;2013;22.0
EVAN;GARCON;2013;19.0
QUENTIN;GARCON;2013;13.0
EDGAR;GARCON;2013;12.0
LENNY;GARCON;2013;11.0
LÉOPOLD;GARCON;2013;10.0
MARIN;GARCON;2013;10.0
ADEM;GARCON;2013;9.0
ADRIEN;GARCON;2013;9.0
NAËL;GARCON;2013;9.0
PABLO;GARCON;2013;9.0
SOHAN;GARCON;2013;9.0
ELLIOT;GARCON;2013;8.0
ILAN;GARCON;2013;8.0
KAÏS;GARCON;2013;7.0
KYLIAN;GARCON;2013;7.0
ALOÏS;GARCON;2013;6.0
TRISTAN;GARCON;2013;6.0
ROMANE;FILLE;2012;44.0
INÈS;FILLE;2012;43.0
CLARA;FILLE;2012;17.0
LISA;FILLE;2012;16.0
MARIE;FILLE;2012;13.0
ELISE;FILLE;2012;12.0
LOUISON;FILLE;2012;12.0
LOUISA;FILLE;2012;11.0
ELOÏSE;FILLE;2012;10.0
LANA;FILLE;2012;10.0
ANAÉ;FILLE;2012;9.0
LOUANE;FILLE;2012;9.0
LUCILE;FILLE;2012;8.0
SELMA;FILLE;2012;8.0
ALIYA;FILLE;2012;7.0
CANDICE;FILLE;2012;7.0
CLOÉ;FILLE;2012;7.0
LILI;FILLE;2012;7.0
ROXANE;FILLE;2012;7.0
SARA;FILLE;2012;7.0
FLORA;FILLE;2012;6.0
JULINE;FILLE;2012;6.0
LUCAS;GARCON;2012;58.0
CLÉMENT;GARCON;2012;54.0
PAUL;GARCON;2012;41.0
NOLAN;GARCON;2012;34.0
THÉO;GARCON;2012;34.0
NOÉ;GARCON;2012;32.0
NATHAN;GARCON;2012;28.0
MATHIS;GARCON;2012;26.0
NOA;GARCON;2012;18.0
CAMILLE;GARCON;2012;17.0
RUBEN;GARCON;2012;14.0
ADRIEN;GARCON;2012;13.0
ESTEBAN;GARCON;2012;13.0
JOSHUA;GARCON;2012;13.0
VALENTIN;GARCON;2012;12.0
ARMAND;GARCON;2012;11.0
NAËL;GARCON;2012;11.0
ANIS;GARCON;2012;10.0
ABEL;GARCON;2012;8.0
KAÏS;GARCON;2012;8.0
ELIOT;GARCON;2012;7.0
THIBAULT;GARCON;2012;7.0
GUILLAUME;GARCON;2012;6.0
HIPPOLYTE;GARCON;2012;6.0
RAYANE;GARCON;2012;6.0
ZOÉ;FILLE;2011;40.0
MAËLYS;FILLE;2011;18.0
NOÉMIE;FILLE;2011;17.0
LISA;FILLE;2011;14.0
LISON;FILLE;2011;12.0
AYA;FILLE;2011;11.0
LUCILE;FILLE;2011;9.0
AMANDINE;FILLE;2011;6.0
CLÉMENT;GARCON;2011;48.0
ETHAN;GARCON;2011;38.0
LIAM;GARCON;2011;28.0
OSCAR;GARCON;2011;20.0
PIERRE;GARCON;2011;16.0
ESTEBAN;GARCON;2011;13.0
AMAURY;GARCON;2011;10.0
EDEN;GARCON;2011;10.0
CÔME;GARCON;2011;9.0
TIMOTHÉE;GARCON;2011;9.0
ISMAËL;GARCON;2011;6.0
MARIN;GARCON;2011;6.0
MEWEN;GARCON;2011;6.0
ZOÉ;FILLE;2010;38.0
ALICE;FILLE;2010;35.0
ANNA;FILLE;2010;29.0
MARIE;FILLE;2010;15.0
ANOUK;FILLE;2010;14.0
ELISE;FILLE;2010;13.0
VALENTINE;FILLE;2010;12.0
AMÉLIE;FILLE;2010;9.0
DAPHNÉ;FILLE;2010;9.0
ALBANE;FILLE;2010;8.0
ELENA;FILLE;2010;8.0
MAÏA;FILLE;2010;8.0
MARION;FILLE;2010;8.0
LOUISA;FILLE;2010;7.0
ELOANE;FILLE;2010;6.0
EMY;FILLE;2010;6.0
LOANE;FILLE;2010;6.0
LYA;FILLE;2010;6.0
NOAH;GARCON;2010;38.0
MAËL;GARCON;2010;37.0
GABIN;GARCON;2010;34.0
ESTEBAN;GARCON;2010;20.0
PABLO;GARCON;2010;17.0
AARON;GARCON;2010;15.0
LENNY;GARCON;2010;12.0
ALBAN;GARCON;2010;11.0
ELLIOT;GARCON;2010;7.0
FLORIAN;GARCON;2010;7.0
GUILLAUME;GARCON;2010;6.0
MARCEAU;GARCON;2010;6.0
TIAGO;GARCON;2010;6.0
LOUISE;FILLE;2009;71.0
CAMILLE;FILLE;2009;50.0
ZOÉ;FILLE;2009;49.0
SARAH;FILLE;2009;41.0
MAËLYS;FILLE;2009;25.0
CANDICE;FILLE;2009;17.0
LOUANE;FILLE;2009;15.0
ALIX;FILLE;2009;13.0
CLÉMENTINE;FILLE;2009;13.0
MATHILDE;FILLE;2009;12.0
ALICIA;FILLE;2009;11.0
FLORA;FILLE;2009;10.0
CÉLESTE;FILLE;2009;8.0
LANA;FILLE;2009;7.0
LALY;FILLE;2009;6.0
JULES;GARCON;2009;57.0
MAXENCE;GARCON;2009;36.0
AXEL;GARCON;2009;33.0
ADAM;GARCON;2009;22.0
VALENTIN;GARCON;2009;20.0
MARIUS;GARCON;2009;18.0
FÉLIX;GARCON;2009;12.0
LUCA;GARCON;2009;10.0
MATHIAS;GARCON;2009;10.0
BASTIEN;GARCON;2009;9.0
ELIOT;GARCON;2009;8.0
LÉANDRE;GARCON;2009;8.0
YANN;GARCON;2009;8.0
EWAN;GARCON;2009;7.0
JEAN;GARCON;2009;7.0
LINO;GARCON;2009;6.0
MAEL;GARCON;2009;6.0
MAX;GARCON;2009;6.0
NINA;FILLE;2008;19.0
MAËLLE;FILLE;2008;16.0
MÉLISSA;FILLE;2008;13.0
CLÉMENTINE;FILLE;2008;11.0
MAËVA;FILLE;2008;11.0
GABRIELLE;FILLE;2008;8.0
LILI;FILLE;2008;8.0
MARINE;FILLE;2008;8.0
ANAËLLE;FILLE;2008;7.0
ELISE;FILLE;2008;7.0
ELÉA;FILLE;2008;6.0
ELOÏSE;FILLE;2008;6.0
QUENTIN;GARCON;2008;33.0
MAËL;GARCON;2008;30.0
RAPHAËL;GARCON;2008;28.0
EWEN;GARCON;2008;27.0
NOA;GARCON;2008;26.0
SIMON;GARCON;2008;25.0
NOÉ;GARCON;2008;24.0
MARTIN;GARCON;2008;23.0
ANTONIN;GARCON;2008;18.0
ELOUAN;GARCON;2008;15.0
AARON;GARCON;2008;14.0
KYLIAN;GARCON;2008;14.0
ALBAN;GARCON;2008;12.0
AMAURY;GARCON;2008;11.0
ROBIN;GARCON;2008;10.0
CHARLY;GARCON;2008;9.0
DORIAN;GARCON;2008;9.0
LÉONARD;GARCON;2008;9.0
CÔME;GARCON;2008;8.0
MAX;GARCON;2008;8.0
JULIETTE;FILLE;2007;30.0
LUCIE;FILLE;2007;25.0
LAURA;FILLE;2007;24.0
SALOMÉ;FILLE;2007;16.0
VALENTINE;FILLE;2007;13.0
MAËVA;FILLE;2007;11.0
ANAÉ;FILLE;2007;10.0
LISE;FILLE;2007;10.0
CLÉMENTINE;FILLE;2007;9.0
ALBANE;FILLE;2007;6.0
KENZA;FILLE;2007;6.0
THÉO;GARCON;2007;38.0
ETHAN;GARCON;2007;33.0
NOÉ;GARCON;2007;29.0
PIERRE;GARCON;2007;29.0
VICTOR;GARCON;2007;29.0
AXEL;GARCON;2007;28.0
ROMAIN;GARCON;2007;21.0
LENNY;GARCON;2007;18.0
ILAN;GARCON;2007;14.0
ALBAN;GARCON;2007;11.0
TIMOTHÉ;GARCON;2007;10.0
WILLIAM;GARCON;2007;10.0
LOUKA;GARCON;2007;9.0
MATHIAS;GARCON;2007;9.0
RUBEN;GARCON;2007;9.0
CHARLY;GARCON;2007;8.0
MELVYN;GARCON;2007;8.0
ROMAN;GARCON;2007;8.0
AMINE;GARCON;2007;7.0
AUGUSTIN;GARCON;2007;7.0
EVANN;GARCON;2007;7.0
ANAÏS;FILLE;2006;37.0
ANNA;FILLE;2006;26.0
AGATHE;FILLE;2006;17.0
MAËVA;FILLE;2006;15.0
MARGAUX;FILLE;2006;14.0
FAUSTINE;FILLE;2006;11.0
MAËLLE;FILLE;2006;9.0
CONSTANCE;FILLE;2006;7.0
SOLENN;FILLE;2006;7.0
AUDREY;FILLE;2006;6.0
ELINA;FILLE;2006;6.0
GABRIELLE;FILLE;2006;6.0
ARTHUR;GARCON;2006;55.0
THOMAS;GARCON;2006;42.0
NOÉ;GARCON;2006;30.0
BENJAMIN;GARCON;2006;18.0
DYLAN;GARCON;2006;14.0
TIMOTHÉ;GARCON;2006;14.0
EVANN;GARCON;2006;11.0
TIMOTHÉE;GARCON;2006;11.0
ELIE;GARCON;2006;10.0
JULIAN;GARCON;2006;7.0
ROBIN;GARCON;2006;7.0
SASHA;GARCON;2006;6.0
CAMILLE;FILLE;2005;47.0
SARAH;FILLE;2005;37.0
ANAÏS;FILLE;2005;31.0
JULIE;FILLE;2005;25.0
AGATHE;FILLE;2005;18.0
MARION;FILLE;2005;18.0
MARGAUX;FILLE;2005;14.0
LILA;FILLE;2005;10.0
MAYA;FILLE;2005;10.0
LAURINE;FILLE;2005;9.0
LANA;FILLE;2005;8.0
FAUSTINE;FILLE;2005;7.0
LEÏLA;FILLE;2005;7.0
BLANCHE;FILLE;2005;6.0
CASSANDRE;FILLE;2005;6.0
CLAIRE;FILLE;2005;6.0
SIDONIE;FILLE;2005;6.0
NATHAN;GARCON;2005;58.0
GABRIEL;GARCON;2005;21.0
MARIUS;GARCON;2005;19.0
DORIAN;GARCON;2005;12.0
ANTONIN;GARCON;2005;10.0
JOSEPH;GARCON;2005;8.0
AUGUSTIN;GARCON;2005;7.0
PABLO;GARCON;2005;7.0
LUCIEN;GARCON;2005;6.0
MICKAËL;GARCON;2005;6.0
RAFAËL;GARCON;2005;6.0
ULYSSE;GARCON;2005;6.0
LOUISE;FILLE;2004;32.0
LILOU;FILLE;2004;30.0
AXELLE;FILLE;2004;9.0
ELSA;FILLE;2004;9.0
CORALIE;FILLE;2004;8.0
ROSE;FILLE;2004;8.0
ANAËLLE;FILLE;2004;7.0
COLINE;FILLE;2004;7.0
CONSTANCE;FILLE;2004;7.0
SOLENN;FILLE;2004;7.0
ANOUK;FILLE;2004;6.0
PERRINE;FILLE;2004;6.0
MATHIS;GARCON;2004;56.0
BAPTISTE;GARCON;2004;30.0
SIMON;GARCON;2004;27.0
NOAH;GARCON;2004;24.0
MALO;GARCON;2004;21.0
ROMAIN;GARCON;2004;21.0
ANTONIN;GARCON;2004;15.0
EWEN;GARCON;2004;15.0
KYLIAN;GARCON;2004;14.0
LILIAN;GARCON;2004;12.0
BRYAN;GARCON;2004;9.0
GASPARD;GARCON;2004;8.0
JORDAN;GARCON;2004;8.0
DIEGO;GARCON;2004;6.0
KÉVIN;GARCON;2004;6.0
CLARA;FILLE;2003;29.0
INÈS;FILLE;2003;28.0
EVA;FILLE;2003;21.0
MAËLYS;FILLE;2003;14.0
LILOU;FILLE;2003;8.0
GARANCE;FILLE;2003;7.0
AMINA;FILLE;2003;6.0
ANGÈLE;FILLE;2003;6.0
ELISE;FILLE;2003;6.0
ELODIE;FILLE;2003;6.0
NATHAN;GARCON;2003;40.0
MATHIS;GARCON;2003;38.0
CLÉMENT;GARCON;2003;37.0
HUGO;GARCON;2003;35.0
ANTONIN;GARCON;2003;25.0
JULES;GARCON;2003;24.0
NOAH;GARCON;2003;16.0
MATTÉO;GARCON;2003;15.0
NOÉ;GARCON;2003;9.0
ERWAN;GARCON;2003;8.0
NOLAN;GARCON;2003;8.0
ANGELO;GARCON;2003;7.0
MALO;GARCON;2003;7.0
CHRISTOPHER;GARCON;2003;6.0
MANON;FILLE;2002;67.0
ANAÏS;FILLE;2002;32.0
CLÉMENCE;FILLE;2002;21.0
APOLLINE;FILLE;2002;7.0
FLORA;FILLE;2002;7.0
HORTENSE;FILLE;2002;7.0
MAËLYS;FILLE;2002;7.0
ADÈLE;FILLE;2002;6.0
CHARLINE;FILLE;2002;6.0
ROMAIN;GARCON;2002;38.0
VALENTIN;GARCON;2002;32.0
GUILLAUME;GARCON;2002;14.0
GABRIEL;GARCON;2002;13.0
NOÉ;GARCON;2002;13.0
VINCENT;GARCON;2002;10.0
RYAN;GARCON;2002;8.0
LÉA;FILLE;2001;92.0
CHLOÉ;FILLE;2001;66.0
MARIE;FILLE;2001;49.0
CHARLOTTE;FILLE;2001;32.0
INÈS;FILLE;2001;28.0
MARGAUX;FILLE;2001;20.0
AMBRE;FILLE;2001;16.0
MAËLYS;FILLE;2001;16.0
LÉONIE;FILLE;2001;10.0
ORLANE;FILLE;2001;10.0
ALIZÉE;FILLE;2001;9.0
YASMINE;FILLE;2001;6.0
ANTOINE;GARCON;2001;59.0
ENZO;GARCON;2001;38.0
BENJAMIN;GARCON;2001;31.0
QUENTIN;GARCON;2001;30.0
TITOUAN;GARCON;2001;29.0
JASON;GARCON;2001;14.0
ALAN;GARCON;2001;13.0
EVAN;GARCON;2001;12.0
GRÉGOIRE;GARCON;2001;12.0
MARIUS;GARCON;2001;11.0
ROBIN;GARCON;2001;11.0
DAVID;GARCON;2001;10.0
CHRISTOPHER;GARCON;2001;9.0
MARVIN;GARCON;2001;8.0
ESTEBAN;GARCON;2001;7.0
SOFIANE;GARCON;2001;7.0
SYLVAIN;GARCON;2001;7.0
BRICE;GARCON;2001;6.0
JONATHAN;GARCON;2001;6.0
STANISLAS;GARCON;2001;6.0
THIBAUT;GARCON;2001;6.0
TIMOTHÉE;GARCON;2001;6.0
